molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1090586,C[C@H](Nc1nccc(N(CC2CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,165.0
CHEMBL1090587,COCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(N[C@@H](C)c2ccccc2)n1,345.0
CHEMBL1090588,C[C@H](Nc1nccc(N(CC2CCOCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,158.0
CHEMBL1090230,C[C@H](Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,54.0
CHEMBL1090231,C[C@H](Nc1nccc(N(CC2CCCNC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,10000.0
CHEMBL1093580,C[C@H](Nc1nccc(N(CC2CCCCN2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,10000.0
CHEMBL1090246,C[C@H](Nc1nccc(N(CC2CCN(C(N)=O)CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,711.0
CHEMBL1093546,C[C@H](Nc1nccc(N(CC2CCN(S(N)(=O)=O)CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,673.0
CHEMBL1093547,C[C@H](Nc1nccc(N(CCCN)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,10000.0
CHEMBL1093548,C[C@H](Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,4.0
CHEMBL1093549,C[C@H](Nc1nccc(N(CCCCO)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,96.0
CHEMBL1093833,C[C@H](Nc1nccc(N(CCCS(C)(=O)=O)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,72.0
CHEMBL1093834,CC(C)Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1,24.0
CHEMBL1091228,O=C(c1ccc2c(c1)CCO2)N(CC1CCNCC1)c1ccnc(NC2CCC(O)CC2)n1,360.0
CHEMBL1091229,NC1CCC(Nc2nccc(N(CC3CCNCC3)C(=O)c3ccc4c(c3)CCO4)n2)CC1,400.0
CHEMBL1091287,COC[C@H](C)Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1,316.0
CHEMBL1091634,CC(C)(CO)Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1,3040.0
CHEMBL1091635,CCC(COC)Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1,530.0
CHEMBL1091636,O=C(c1ccc2c(c1)CCO2)N(CC1CCNCC1)c1ccnc(NC2CC2)n1,600.0
CHEMBL1089655,CC(C)Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1,17.0
CHEMBL1091614,NCCCCN(C(=O)c1ccc2c(c1)CCO2)c1ccnc(NC2CCC(O)CC2)n1,11.0
CHEMBL1091615,COC[C@H](C)Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1,25.0
CHEMBL1091288,C[C@@H](CO)Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1,310.0
CHEMBL605978,COc1cc2[nH]cc(C(=O)C(=O)N(C)C)c2cc1C(=O)N1CCC(Cc2ccc(F)cc2)CC1,10.0
CHEMBL1091737,O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccncc1,1260.0
CHEMBL305178,C[C@H](Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,110.0
CHEMBL1093218,C[C@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1)c1ccccc1,345.0
CHEMBL1092961,C[C@@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1)c1ccccc1,7800.0
CHEMBL1092962,O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(NCc2ccccc2)c1,1220.0
CHEMBL1092963,Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1,5080.0
CHEMBL1091265,O=C(c1ccc2ccccc2c1)N(Cc1ccc(F)cc1)c1ccnc(NC2CCCCC2)c1,1110.0
CHEMBL1092953,CC(C)Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccc3ccccc3c2)ccn1,671.0
CHEMBL1092954,C[C@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)c2ccccc2)ccn1)c1ccccc1,589.0
CHEMBL1092955,CC(=O)N(Cc1ccc(F)cc1)c1ccnc(N[C@@H](C)c2ccccc2)c1,408.0
CHEMBL1091253,CCN(C(=O)c1ccc2ccccc2c1)c1ccnc(N[C@@H](C)c2ccccc2)c1,313.0
CHEMBL1092348,C[C@H](Nc1cc(N(Cc2ccc(F)cc2)S(=O)(=O)c2ccc3ccccc3c2)ccn1)c1ccccc1,7540.0
CHEMBL1090584,C[C@H](Nc1cc(N(Cc2ccc(F)cc2)C(=O)N2CCC3C=CC=CC3C2)ccn1)c1ccccc1,1110.0
CHEMBL1091356,CC(C)N1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,50000.0
CHEMBL1091552,Fc1ccc(-c2n[nH]c(C3CCCNC3)c2-c2ccncc2)cc1,48.3
CHEMBL1091560,CN1CCCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)C1,90.0
CHEMBL1091667,Fc1ccc(-c2n[nH]c(C3CCNCC3)c2-c2ccncc2)cc1,25.3
CHEMBL1091668,CN1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,54.7
CHEMBL1092902,CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,31.6
CHEMBL1092903,CN1CCC(c2[nH]nc(-c3cccc(Cl)c3)c2-c2ccncc2)CC1,39.2
CHEMBL1090511,CN1CCC(c2[nH]nc(-c3ccc(C(F)(F)F)cc3)c2-c2ccncc2)CC1,40.5
CHEMBL1090512,CN1CCC(c2[nH]nc(-c3cccc(C(F)(F)F)c3)c2-c2ccncc2)CC1,26.5
CHEMBL1090836,Cc1ccc(-c2n[nH]c(C3CCN(C)CC3)c2-c2ccncc2)cc1,99.6
CHEMBL1090837,Cc1cccc(-c2n[nH]c(C3CCN(C)CC3)c2-c2ccncc2)c1,67.3
CHEMBL1093456,OCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,41.0
CHEMBL1089197,COCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,70.0
CHEMBL1089198,COCCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,106.0
CHEMBL1089520,NS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,14.0
CHEMBL1088897,CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,70.0
CHEMBL1092383,O=C(O)CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,126.0
CHEMBL1091921,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,68.0
CHEMBL1091922,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,111.0
CHEMBL1091923,COCC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,71.0
CHEMBL1092246,CN(C)CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,80.0
CHEMBL1092722,CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,48.0
CHEMBL1093007,OCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,35.0
CHEMBL1092906,CC(C)(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,184.0
CHEMBL1092907,CC(C)(O)CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,88.0
CHEMBL1092001,Clc1ccc(-c2n[nH]c(C3CCN(C4CCOC4)CC3)c2-c2ccncn2)cc1,31.0
CHEMBL1092648,Clc1ccc(-c2n[nH]c(C3CCN(C4CCOCC4)CC3)c2-c2ccncn2)cc1,205.0
CHEMBL1089172,O[C@H]1CCC[C@@H]1N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,19.0
CHEMBL1093301,Clc1ccc(-c2n[nH]c(C3CCN(Cc4ccncc4)CC3)c2-c2ccncn2)cc1,47.0
CHEMBL1089173,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,152.0
CHEMBL1090173,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,110.0
CHEMBL1090174,COCC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,94.0
CHEMBL1091912,CN(C)C(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,88.0
CHEMBL1088914,CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,198.0
CHEMBL1092901,CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,82.0
CHEMBL199247,O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,46.0
CHEMBL198756,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](CO)CC3)n1,28.0
CHEMBL1094013,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](Cc2ccc(OC)cc2)CC3)n1,54.0
CHEMBL383177,c1ccc(Nc2ccc3c(-c4ccccc4)n[nH]c3c2)cc1,30.0
CHEMBL1092764,CN(C)CCCC(=O)Nc1cc(C(=O)O)cc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,903.0
CHEMBL203535,O=C(Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1)C1CCOC1,180.0
CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,50.0
CHEMBL1089082,O=C(Nc1cccc(-c2ccnc3cc(-c4ccncc4)nn23)c1)c1cccc(C(F)(F)F)c1,50000.0
CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,14.0
CHEMBL1088750,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,4.5
CHEMBL514201,C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,9.0
CHEMBL119385,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,10.0
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,48.0
CHEMBL1095627,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,50000.0
CHEMBL1095626,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(N)cc4)nc32)CC1,28900.0
CHEMBL1095447,O=c1c(Br)c(OCc2ccccc2)ccn1Cc1ccccc1,680.0
CHEMBL1078665,Cc1cc(OCc2ccc(F)cc2F)c(Br)c(=O)n1Cc1ccc(CN(C)C)cc1,59.0
CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,5.8
CHEMBL1094166,O=c1c(Br)c(OCc2ccccc2)cnn1Cc1ccccc1,100000.0
CHEMBL1094167,O=c1c(Br)c(OCc2ccccc2)cnn1-c1ccccc1,24400.0
CHEMBL1094476,O=c1c(Br)c(OCc2ccc(F)cc2F)cnn1-c1ccccc1,2700.0
CHEMBL1094983,O=c1c(Br)c(OCc2ccccc2)cnn1-c1c(Cl)cccc1Cl,1390.0
CHEMBL1095775,O=c1c(Br)c(NCc2ccccc2)cnn1-c1c(Cl)cccc1Cl,5720.0
CHEMBL1096090,O=c1c(Br)c(OCCc2ccccc2)cnn1-c1c(Cl)cccc1Cl,3140.0
CHEMBL1096091,O=c1c(Br)c(NCCc2ccccc2)cnn1-c1c(Cl)cccc1Cl,3810.0
CHEMBL1096092,O=c1c(Br)c(OCc2ccc(F)cc2)cnn1-c1c(Cl)cccc1Cl,1320.0
CHEMBL1095142,O=c1c(Br)c(NCc2ccc(F)cc2)cnn1-c1c(Cl)cccc1Cl,12300.0
CHEMBL1096436,O=c1c(Br)c(OCc2ccc(F)cc2F)cnn1-c1c(Cl)cccc1Cl,160.0
CHEMBL1096437,O=c1c(Br)c(OCc2c(F)cc(F)cc2F)cnn1-c1c(Cl)cccc1Cl,540.0
CHEMBL1095304,O=c1c(Br)c(OCc2ccc(F)c(F)c2)cnn1-c1c(Cl)cccc1Cl,2070.0
CHEMBL1096438,O=c1c(Br)c(OCc2ccc(F)c(F)c2F)cnn1-c1c(Cl)cccc1Cl,470.0
CHEMBL1098756,O=c1c(Br)c(OCc2ccc(Cl)cc2F)cnn1-c1c(Cl)cccc1Cl,1010.0
CHEMBL1098757,O=c1c(Br)c(OCc2ccc(F)cc2F)cnn1-c1c(Cl)cncc1Cl,250.0
CHEMBL1099098,O=c1c(Br)c(OCc2ccc(F)cc2F)cnn1-c1c(F)cccc1F,590.0
CHEMBL1099099,COC(=O)c1ccc(C)c(-n2ncc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,100.0
CHEMBL1097021,CNC(=O)c1ccc(C)c(-n2ncc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,15.0
CHEMBL1094408,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2,10000.0
CHEMBL1164957,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3ncccc3c2)n1,540.0
CHEMBL1171204,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2ccco2)c1,251.19
CHEMBL1171205,O=C(NCc1cccs1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1,794.33
CHEMBL1171206,COc1ccc(C(=O)c2c[nH]c(C(=O)NCc3cccs3)c2)cc1,25118.86
CHEMBL1170375,COc1ccccc1CNC(=O)c1cc(C(=O)c2ccccc2C)c[nH]1,316.23
CHEMBL1170586,O=C(NC1CCCC1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1,1995.26
CHEMBL1169654,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NN2CCN(Cc3ccccc3)CC2)c1,10000.0
CHEMBL1170113,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2c(F)cccc2F)c1,100.0
CHEMBL1171611,Cc1cc(F)ccc1C(=O)c1c[nH]c(C(=O)NCc2c(F)cccc2F)c1,251.19
CHEMBL1171612,O=C(NCc1c(F)cccc1F)c1cc(C(=O)c2ccccc2F)c[nH]1,25.12
CHEMBL1171613,CN1CCN(c2cccc(CNC(=O)c3cc(C(=O)c4ccccc4F)c[nH]3)c2)CC1,12.59
CHEMBL1171396,CC(NC(=O)c1cc(C(=O)c2ccccc2F)c[nH]1)C(C)(C)C,199.53
CHEMBL1171397,O=C(NCc1ccccc1O)c1cc(C(=O)c2ccccc2F)c[nH]1,50.12
CHEMBL1170589,O=C(NCc1ccccc1O)c1cc(C(=O)c2ccc(C(F)(F)F)cc2F)c[nH]1,25118.86
CHEMBL1170590,O=C(NCc1ccccc1O)c1cc(C(=O)c2csc3ccccc23)c[nH]1,19952.62
CHEMBL1170798,O=C(NCc1ccccc1O)c1cc(C(=O)c2ccc(F)cc2F)c[nH]1,31.62
CHEMBL1171789,CC(NC(=O)c1cc(C(=O)c2ccc(F)cc2F)c[nH]1)C(C)(C)O,1258.93
CHEMBL1170617,O=C(Nc1c(F)cccc1F)c1cc(C(=O)c2ccccc2F)c[nH]1,1000.0
CHEMBL1171204,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2ccco2)c1,630.96
CHEMBL1170113,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2c(F)cccc2F)c1,3162.28
CHEMBL1171611,Cc1cc(F)ccc1C(=O)c1c[nH]c(C(=O)NCc2c(F)cccc2F)c1,3981.07
CHEMBL1171612,O=C(NCc1c(F)cccc1F)c1cc(C(=O)c2ccccc2F)c[nH]1,1584.89
CHEMBL1171613,CN1CCN(c2cccc(CNC(=O)c3cc(C(=O)c4ccccc4F)c[nH]3)c2)CC1,1995.26
CHEMBL1171396,CC(NC(=O)c1cc(C(=O)c2ccccc2F)c[nH]1)C(C)(C)C,158.49
CHEMBL1171397,O=C(NCc1ccccc1O)c1cc(C(=O)c2ccccc2F)c[nH]1,794.33
CHEMBL1170798,O=C(NCc1ccccc1O)c1cc(C(=O)c2ccc(F)cc2F)c[nH]1,1258.93
CHEMBL1170617,O=C(Nc1c(F)cccc1F)c1cc(C(=O)c2ccccc2F)c[nH]1,1584.89
CHEMBL1172017,O=c1[nH]c(-c2ccc(F)cc2)c(-c2ccnc(N[C@H]3CC[C@H](O)CC3)c2)[nH]1,23.0
CHEMBL1173078,CC(C)[C@H](C)Nc1cc(-c2[nH]c(=O)[nH]c2-c2ccc(F)cc2)ccn1,49.0
CHEMBL1173375,C[C@@H](Nc1cc(-c2[nH]c(=O)[nH]c2-c2ccc(F)cc2)ccn1)c1ccccc1,324.0
CHEMBL1171464,O=c1[nH]c(-c2ccncc2)c(-c2ccc(F)cc2)[nH]1,468.0
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,44.0
CHEMBL1209288,Fc1ccc(-c2[nH]cc(C3=C[C@@H]4CCCN4CC3)c2-c2ccncc2)cc1,34.0
CHEMBL1209212,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CN)c2)n1,2850.0
CHEMBL1209213,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN)c2)n1,176.0
CHEMBL1209214,COC(=O)NCC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,176.0
CHEMBL1209273,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC=O)c2)n1,68.0
CHEMBL1209274,CC(=O)NCC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,6.0
CHEMBL1209275,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccccc3)c2)n1,169.0
CHEMBL1209276,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3cccnc3)c2)n1,51.0
CHEMBL1209342,Cc1cc(C(=O)NCC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)no1,38.0
CHEMBL1209343,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccco3)c2)n1,18.0
CHEMBL1209344,CC(=O)NC(C)C(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,168.0
CHEMBL1209404,CC(=O)NC1(C(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)CCCC1,715.0
CHEMBL1209405,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNS(C)(=O)=O)c2)n1,108.0
CHEMBL1209406,CC(=O)NCC(=O)N(C)Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,211.0
CHEMBL1209407,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN3CCCC3=O)c2)n1,68.0
CHEMBL1209481,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN3CCOC3=O)c2)n1,185.0
CHEMBL1209482,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccccc3=O)c2)n1,16.0
CHEMBL1209483,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccnc3)c2)n1,231.0
CHEMBL1209484,Cc1nccn1CC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,132.0
CHEMBL1209563,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3cccn3)c2)n1,48.8
CHEMBL1209564,Cc1ccn(CC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)n1,27.9
CHEMBL1209565,Cc1cc(C)n(CC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)n1,78.2
CHEMBL1209566,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1,37.0
CHEMBL1209636,CC(C)(CC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1)C(=O)O,39.0
CHEMBL1209637,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3C[C@H]3C(=O)O)c2)n1,30.0
CHEMBL1209638,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CCCC[C@H]3C(=O)O)c2)n1,57.0
CHEMBL1209639,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CC=CC[C@H]3C(=O)O)c2)n1,14.0
CHEMBL1209703,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1,5.0
CHEMBL1209212,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CN)c2)n1,16700.0
CHEMBL1209213,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN)c2)n1,2300.0
CHEMBL1209214,COC(=O)NCC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,287.0
CHEMBL1209273,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC=O)c2)n1,332.0
CHEMBL1209274,CC(=O)NCC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,34.0
CHEMBL1209275,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccccc3)c2)n1,441.0
CHEMBL1209276,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3cccnc3)c2)n1,205.0
CHEMBL1209342,Cc1cc(C(=O)NCC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)no1,243.0
CHEMBL1209343,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNC(=O)c3ccco3)c2)n1,88.0
CHEMBL1209344,CC(=O)NC(C)C(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,480.0
CHEMBL1209404,CC(=O)NC1(C(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)CCCC1,4550.0
CHEMBL1209405,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CNS(C)(=O)=O)c2)n1,649.0
CHEMBL1209406,CC(=O)NCC(=O)N(C)Cc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,1600.0
CHEMBL1209407,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN3CCCC3=O)c2)n1,296.0
CHEMBL1209481,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CN3CCOC3=O)c2)n1,599.0
CHEMBL1209482,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccccc3=O)c2)n1,63.0
CHEMBL1209483,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3ccnc3)c2)n1,536.0
CHEMBL1209484,Cc1nccn1CC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1,677.0
CHEMBL1209563,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)Cn3cccn3)c2)n1,135.0
CHEMBL1209564,Cc1ccn(CC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)n1,201.0
CHEMBL1209565,Cc1cc(C)n(CC(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)n1,331.0
CHEMBL1209566,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1,393.0
CHEMBL1209636,CC(C)(CC(=O)NCc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccccc2)c1)C(=O)O,3680.0
CHEMBL1209637,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3C[C@H]3C(=O)O)c2)n1,1100.0
CHEMBL1209638,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CCCC[C@H]3C(=O)O)c2)n1,3360.0
CHEMBL1209639,CC(C)(C)c1cc(NC(=O)Nc2ccccc2)n(-c2cccc(CNC(=O)C3CC=CC[C@H]3C(=O)O)c2)n1,737.0
CHEMBL1209703,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CNC(=O)CCC(=O)O)c2)n1,6.0
CHEMBL1209755,CC(C)(C)c1cccc(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)c1,250.0
CHEMBL1209837,CC(C)(C)c1cc(C#N)cc(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)c1,33.0
CHEMBL1209838,N#Cc1cc(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(N2CCOCC2)c1,28.0
CHEMBL1209839,COc1c(C#N)cc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,42.0
CHEMBL1209840,COc1ccc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,250.0
CHEMBL1208828,COc1c(Cl)cc(C(C)(C)C)cc1NC(=O)C(=O)c1ccc(OCCN2CCOCC2)c2ccccc12,70.0
CHEMBL1208829,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,59.0
CHEMBL1208830,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1C(=O)NC1CC1,71.0
