molecule_chembl_id,canonical_smiles,standard_value
CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,16000.0
CHEMBL3144657,CCCCn1[nH]c2c(cnc3ccccc32)c1=O,136000.0
CHEMBL66447,O=C1CN2Cc3cc(OCc4ccccc4)ccc3N=C2N1,560.0
CHEMBL90189,CC(C)(C)n1nc2c3ccccc3n(CC3CCCCC3)cc-2c1=O,20000.0
CHEMBL544491,Cl.Fc1ccccc1Cn1cnc2c(N3CCCCC3)ncnc21,200000.0
CHEMBL91778,COc1ccc(-c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)cc1OC,1000.0
CHEMBL144452,O=C(N[C@@H]1N=C(c2ccccc2)c2cc([N+](=O)[O-])cc3c2N(CC3)C1=O)c1cccnc1,
CHEMBL434838,COc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cnc4ccccc4c1)C(=O)N3CC2,19400.0
CHEMBL422653,Cc1cc2nnc(C(=O)N[C@@H]3N=C(c4ccccc4)c4cc(N5CCCC5)cc5c4N(CC5)C3=O)c(C)n2n1,22200.0
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,100000.0
CHEMBL319217,CC1CC(=O)NN=C1c1ccc2c(NCc3ccccc3)ncnc2c1,47.0
CHEMBL125671,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N3CC2,10300.0
CHEMBL144258,CN(C)c1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N3CC2,3200.0
CHEMBL91064,COc1cc2cc(CO)c(CO)c(-c3cc(OC)c(OC)c(S(C)(=O)=O)c3)c2cc1OC,90.0
CHEMBL92491,COc1ccc2c(-c3cc(OC)c(OC)c(OC)c3)c(CO)c(CO)cc2c1,20000.0
CHEMBL92043,COc1cc2cc(CO)c(CO)c(-c3cc(NC(C)=O)c(OC)c(OC)c3)c2cc1OC,2000.0
CHEMBL91632,CCOc1cc2cc(CO)c(CO)c(C3=CCN(CCOC)C(=O)C3)c2cc1OCC,57000.0
CHEMBL285361,COc1cc2cc(CO)c(CO)c(-c3cc(OC)c(OC)c(OC)c3)c2cc1OC,900.0
CHEMBL341662,O=C(N[C@@H]1N=C(c2ccccc2)c2cc(N3CCCC3)cc3c2N(CC3)C1=O)c1ccncc1,18000.0
CHEMBL423931,CC(C)(C)OC(=O)Nc1cnccc1C(=O)N[C@@H]1N=C(c2ccccc2)c2cc(N)cc3c2N(CC3)C1=O,58200.0
CHEMBL144570,Nc1ccc(C(=O)N[C@@H]2N=C(c3ccccc3)c3cc(N)cc4c3N(CC4)C2=O)cc1,86800.0
CHEMBL542178,CCOc1cc2cc(CO)c(CO)c(-c3cc(N)c(OC)c(OC)c3)c2cc1OCC.Cl,20000.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,3000.0
CHEMBL418848,COc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,40800.0
CHEMBL395336,Nc1nc2c(ncn2[C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)[nH]1,2400.0
CHEMBL90469,COCCN1CC=C(c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)CC1=O,14000.0
CHEMBL144370,O=C(N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O)c1cccnc1,100000.0
CHEMBL329574,COc1cc2cc(CO)c(CO)c(C3=CCN(C)C(=O)C3)c2cc1OC,20000.0
CHEMBL2115234,CCCCn1ccc(-c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)cc1=O,30000.0
CHEMBL342285,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,100000.0
CHEMBL330241,CCOc1cc2cc(CO)c(CO)c(C3=CCN(CCOC)C(=O)C3)c2cc1OC,7000.0
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,100000.0
CHEMBL339749,COc1ccccc1C(=O)N[C@@H]1N=C(c2ccccc2)c2cc(C)cc3c2N(CC3)C1=O,28800.0
CHEMBL434516,COc1ccccc1C(=O)N[C@@H]1N=C(c2ccccc2)c2cc(N)cc3c2N(CC3)C1=O,100000.0
CHEMBL90974,COc1cc2cc(CO)c(CO)cc2cc1OC,100000.0
CHEMBL357197,CC(=O)Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,70000.0
CHEMBL144245,Cc1cc2nnc(C(=O)N[C@@H]3N=C(c4ccccc4)c4cc(N)cc5c4N(CC5)C3=O)c(C)n2n1,48600.0
CHEMBL102807,C[C@H]1CC(=O)NN=C1c1ccc2c(NCc3ccccc3)ncnc2c1,1000.0
CHEMBL126581,COc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc4ccccc4cn1)C(=O)N3CC2,82300.0
CHEMBL284006,COc1cc2cc3c(c(-c4cc(OC)c(OC)c(OC)c4)c2cc1OC)C(=O)OC3,300.0
CHEMBL328147,COc1cc2cc(CO)c(CO)c(C3=CC=NC(=O)C3)c2cc1OC,20000.0
CHEMBL344726,O=C(N[C@@H]1N=C(c2ccccc2)c2cc([N+](=O)[O-])cc3c2N(CC3)C1=O)c1cc2ccccc2cn1,
CHEMBL2115234,CCCCn1ccc(-c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)cc1=O,80000.0
CHEMBL91728,COc1cc(-c2c(CO)c(CO)cc3cc4c(cc23)OCO4)cc(OC)c1OC,100000.0
CHEMBL91042,CCCCN1CC=C(c2c(CO)c(CO)cc3c(OC)cc(OCC)cc23)CC1=O,50000.0
CHEMBL144605,O=C(N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O)c1ccncc1,100000.0
CHEMBL329876,COc1cc2cc(CO)c(CO)cc2c(C2C=CCC(=O)N2C)c1OC,30000.0
CHEMBL103976,C[C@@H]1CC(=O)NN=C1c1ccc2c(NCc3ccccc3)ncnc2c1,4.9
CHEMBL111925,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,35800.0
CHEMBL356548,Nc1cnccc1C(=O)N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O,90000.0
CHEMBL116992,CC(=O)c1c(O)nc(C)c2c1CCC(c1ccncc1)C2,1500.0
CHEMBL144287,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1c(Cl)cncc1Cl)C(=O)N3CC2,80000.0
CHEMBL146218,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N3CC2,51600.0
CHEMBL125123,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1nnc4cc(C)nn4c1C)C(=O)N3CC2,100000.0
CHEMBL357616,CC(C)(C)OC(=O)Nc1cnccc1C(=O)N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O,54700.0
CHEMBL90059,COc1cc2cc(CO)c(CO)c(-c3cc(OC)c(OC)c(C(=O)N(C)C)c3)c2cc1OC,60.0
CHEMBL144404,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cnc4ccccc4c1)C(=O)N3CC2,53900.0
CHEMBL436207,COc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1nnc4cc(C)nn4c1C)C(=O)N3CC2,46000.0
CHEMBL327834,CCCCN1CC=C(c2c(CO)c(CO)cc3cc(OCC)c(OCC)cc23)CC1=O,50000.0
CHEMBL145258,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc4ccccc4cn1)C(=O)N3CC2,48500.0
CHEMBL145390,Nc1c(Cl)cc(C(=O)N[C@@H]2N=C(c3ccccc3)c3cc(N4CCCC4)cc4c3N(CC4)C2=O)cc1Cl,10600.0
CHEMBL145499,CC(=O)Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc(Cl)c(N)c(Cl)c1)C(=O)N3CC2,4500.0
CHEMBL313143,COc1cc2cc(CO)c(CO)c(Cc3cc(OC)c(OC)c(OC)c3)c2cc1OC,8000.0
CHEMBL339408,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1cc4ccccc4cn1)C(=O)N3CC2,100000.0
CHEMBL422828,O=C(N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O)c1c(Cl)cncc1Cl,100000.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,1100.0
CHEMBL112366,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,100000.0
CHEMBL125828,O=C(N[C@@H]1N=C(c2ccccc2)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2cn1,100000.0
CHEMBL343243,Nc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1N)C(=O)N3CC2,100000.0
CHEMBL341671,Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1c(Cl)cncc1Cl)C(=O)N3CC2,19500.0
CHEMBL58355,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,8600.0
CHEMBL440593,CC1CC(O)=NN=C1c1ccc(-n2ccnc2)cc1,600.0
CHEMBL161026,O=C1NS(=O)(=O)N(Cc2ccc(Cl)c(Cl)c2)c2ccccc21,24000.0
CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,100000.0
CHEMBL350448,O=C1NS(=O)(=O)N(Cc2ccccc2-c2ccccc2)c2ccccc21,30000.0
CHEMBL347393,O=C1NS(=O)(=O)N(Cc2ccc(-c3ccccc3)cc2)c2c1sc1ccccc21,8000.0
CHEMBL300175,O=C1CC2Cc3cc(-n4ccnc4)ccc3C2=NN1,1800.0
CHEMBL12856,Nc1cc(-c2ccncc2)c[nH]c1=O,46000.0
CHEMBL346749,O=C1NS(=O)(=O)N(Cc2ccccc2-c2ccccc2)c2c1sc1ccccc21,11000.0
CHEMBL159506,O=C1NS(=O)(=O)N(Cc2ccccc2Cl)c2c1sc1ccccc21,18000.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,2500.0
CHEMBL160093,O=C1NS(=O)(=O)N(Cc2cccc(-c3ccccc3)c2)c2c1sc1ccccc21,9000.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,600.0
CHEMBL58728,Oc1ccc(-c2ccc(-c3ncc[nH]3)cc2)nn1,12000.0
CHEMBL159801,COc1ccc(C(=O)CN2c3c(sc4ccccc34)C(=O)NS2(=O)=O)cc1,27000.0
CHEMBL58460,Oc1cc2c(nn1)-c1ccc(-n3ccnc3)cc1C2,1600.0
CHEMBL31105,Cc1cc(O)nnc1-c1ccc(-n2ccnc2)cc1,50000.0
CHEMBL30367,O=C1CCC(c2cccc(-n3ccnc3)c2)=NN1,40000.0
CHEMBL249856,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,14000.0
CHEMBL299631,CC1CC(=O)NN=C1c1ccc2c(c1)CCC(=O)N2C,120.0
CHEMBL61692,CC1=C(c2ccc(-n3ccnc3)cc2)CC(C#N)C(=O)N1,1900.0
CHEMBL12831,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,8000.0
CHEMBL58005,O=C1CC2Cc3cc(-n4cnc5c4CCCC5)ccc3C2=NN1,1200.0
CHEMBL287398,Oc1ccc(-c2ccc(-n3ccnc3)cc2)nn1,7200.0
CHEMBL158736,N#Cc1ccccc1CN1c2c(sc3ccccc23)C(=O)NS1(=O)=O,18000.0
CHEMBL348356,O=C1NS(=O)(=O)N(Cc2ccccc2[N+](=O)[O-])c2c1sc1ccccc21,12000.0
CHEMBL274528,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4ccc(=O)c5ccccc54)c3)c2cc1OC,400.0
CHEMBL552876,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5ccncc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,100.0
CHEMBL537252,COc1cc2cc(CO)c(CO)c(-c3cccc(-n4nc(-c5cccnc5)c5ccccc5c4=O)n3)c2cc1OC.Cl,5600.0
CHEMBL294327,COc1ccc(C2=NN(c3ccc(-c4ccc(O)nn4)cc3)C(=O)C3CC=CCC23)cc1OC,3981.07
CHEMBL124021,O=C1CCC(c2ccc3c(c2)NCCO3)=NN1,50000.0
CHEMBL61822,COc1ccc(C2=NN(c3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OC1CCCC1,501.19
CHEMBL59996,COc1ccc(C2=NN(c3ccccc3)C(=O)C3CC=CCC23)cc1Cl,10000.0
CHEMBL61667,COc1ccc(C2=NN(c3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1Cl,79.43
CHEMBL123668,CS(=O)(=O)N1CCOc2ccc(C3=NNC(=O)CC3)cc21,9500.0
CHEMBL127258,CC1CC(=O)NN=C1c1ccc2c(c1)NC(=O)CO2,2000.0
CHEMBL543965,COc1cc2c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c(CO)c(CO)cc2cc1OC1CCCC1.Cl,690.0
CHEMBL60839,COc1ccc(C2=NN(c3ccccc3)C(=O)C3CC=CCC23)cc1OC,10000.0
CHEMBL60999,COc1ccc(C2=NN(c3ccccc3)C(=O)C3CC=CCC23)cc1OC1CCCC1,10000.0
CHEMBL556787,COc1cc2cc(COC(C)=O)c(COC(C)=O)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,3500.0
CHEMBL543491,COc1cc2c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c(CO)c(CO)cc2cc1OCc1ccccc1.Cl.Cl,100000.0
CHEMBL12831,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,25000.0
CHEMBL338645,CN1C(=O)COc2ccc(C3=NNC(=O)CC3)cc21,18000.0
CHEMBL63,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,300000.0
CHEMBL38017,CC1CC(=O)NN=C1c1ccc2c(c1)C(C)(C)C(=O)N2,12.59
CHEMBL129524,CC1CC(=O)NN=C1c1ccc2c(c1)N(C(C)C)C(=O)C(C)O2,5000.0
CHEMBL341348,O=C1CCC(c2ccc3c(c2)NC(=O)CO3)=NN1,630000.0
CHEMBL442768,CC1CC(=O)NN=C1c1ccc2c(c1)N(C)C(=O)C(C)O2,6000.0
CHEMBL126670,Cc1cc(C2=NNC(=O)CC2)c2c(c1)N(C)C(=O)CO2,26000.0
CHEMBL553539,Cl.O=c1c2ccccc2c(-c2cccnc2)nn1-c1cc(-c2c(CO)c(CO)cc3ccccc23)ccn1,50000.0
CHEMBL12346,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4c(=O)c5ccccc5c5ccccc54)c3)c2cc1OC,41.0
CHEMBL557593,CCOc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OCC.Cl,1800.0
CHEMBL303550,CCOc1ccc(C2=NN(c3ccccc3)C(=O)C3CC=CCC23)cc1OCC,10000.0
CHEMBL61116,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1Cl,31.62
CHEMBL124869,CC1CC(=O)NN=C1c1ccc2c(c1)N(S(C)(=O)=O)CCO2,4000.0
CHEMBL64052,COc1ccc(C2=NN(CCCCC(=O)Nc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OC,100.0
CHEMBL304715,CCOc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OCC,199.53
CHEMBL127306,Cc1cc2c(cc1C1=NNC(=O)CC1C)NC(=O)CO2,20000.0
CHEMBL125853,CC1CC(=O)NN=C1c1ccc2c(c1)N(C1CCCC1)C(=O)C(C)O2,8000.0
CHEMBL124587,CC1CC(=O)NN=C1c1ccc2c(c1)OC(C)C(=O)N2,4000.0
CHEMBL340872,CC1(C)Oc2ccc(C3=NNC(=O)CC3)cc2NC1=O,23000.0
CHEMBL542296,COC(=O)c1cc2cc(OC)c(OC)cc2c(-c2ccnc(-n3nc(-c4cccnc4)c4ccccc4c3=O)c2)c1C(=O)OC.Cl,29000.0
CHEMBL543016,COc1cc2cc(CO)cc(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,81.0
CHEMBL64824,COc1ccc(C2=NN(CC(=O)Nc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OC,199.53
CHEMBL46765,CC1CC(=O)NN=C1c1ccc2c(c1)OCC(=O)N2,300.0
CHEMBL12412,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4ncc5ccccc5c4=O)c3)c2cc1OC,250.0
CHEMBL543017,COc1cc2ccc(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,700.0
CHEMBL313842,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,630.96
CHEMBL434438,C=CCN1N=C(c2ccc3c(c2)N(S(C)(=O)=O)CCO3)CCC1=O,
CHEMBL127452,CCCCCN1N=C(c2ccc3c(c2)N(S(C)(=O)=O)CCO3)CCC1=O,50000.0
CHEMBL126985,CC(=O)N1CCOc2ccc(C3=NNC(=O)CC3C)cc21,30000.0
CHEMBL127305,CC1Oc2ccc(C3=NNC(=O)CC3)cc2NC1=O,14000.0
CHEMBL62131,COc1ccc(C2=NN(c3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OC,199.53
CHEMBL126567,CC1CC(=O)NN=C1c1ccc2c(c1)OC(C)(C)C(=O)N2C,6000.0
CHEMBL59953,COc1ccc(C2=NN(CC(=O)Nc3ccc(-c4ccc(O)nn4)cc3)C(=O)C3CC=CCC23)cc1OC,1258.93
CHEMBL60026,COc1ccc(C2=NN(CC(=O)Nc3cccc(C4=NNC(=O)CC4C)c3)C(=O)C3CC=CCC23)cc1OC,1584.89
CHEMBL331862,CS(=O)(=O)N1CCOc2ccc(C3=NN(c4ccccc4)C(=O)CC3)cc21,200000.0
CHEMBL126671,Cc1cc2c(c(C3=NNC(=O)CC3)c1)OCC(=O)N2,31000.0
CHEMBL124636,CC1CC(=O)NN=C1c1ccc2c(c1)NC(=O)C(C)O2,5000.0
CHEMBL536568,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,290.0
CHEMBL293589,CCOc1ccc(C2=NN(c3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OCC,251.19
CHEMBL124262,CC1CC(=O)NN=C1c1ccc2c(c1)NCCO2,6000.0
CHEMBL12383,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4c(=O)ccc5ccccc54)c3)c2cc1OC,330.0
CHEMBL38224,CC1(C)C(=O)Nc2ccc(C3=NNC(=O)CC3)cc21,7000.0
CHEMBL432717,CC1(C)C(=O)Nc2ccc(-c3ccc(O)nn3)cc21,125.89
CHEMBL556982,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OCc1ccccc1.Cl,16000.0
CHEMBL61699,COc1ccc(C2=NN(CCCCOc3ccc(C4=NNC(=O)CC4C)cc3)C(=O)C3CC=CCC23)cc1OC,79.43
CHEMBL511115,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,10000.0
CHEMBL123734,CC(=O)N1CCOc2ccc(C3=NNC(=O)CC3)cc21,100000.0
CHEMBL536785,COc1cc2cc(CO)c(CO)c(-c3ccc(-n4nc(-c5cccnc5)c5ccccc5c4=O)nc3)c2cc1OC.Cl,80000.0
CHEMBL125852,CN1C(=O)C(C)(C)Oc2ccc(C3=NNC(=O)CC3)cc21,36000.0
CHEMBL126144,Cc1cc2c(c(C3=NNC(=O)CC3C)c1)OCC(=O)N2,28000.0
CHEMBL124386,Cc1cc(C2=NNC(=O)CC2C)c2c(c1)N(C)C(=O)CO2,7500.0
CHEMBL282765,CC1CC(=O)NN=C1c1ccc(-n2cnc3c2CCCC3)cc1,501.19
CHEMBL552877,CCOc1cc2c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c(CO)c(CO)cc2cc1OC.Cl,490.0
CHEMBL64544,COc1ccc(C2=NN(CCCCC(=O)Nc3ccc(-c4ccc(O)nn4)cc3)C(=O)C3CC=CCC23)cc1OC,794.33
CHEMBL127289,CN1N=C(c2ccc3c(c2)N(S(C)(=O)=O)CCO3)CCC1=O,100000.0
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,5500.0
CHEMBL12599,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4ccccc4=O)c3)c2cc1OC,2000.0
CHEMBL536801,COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5ccccn5)c5ccccc5c4=O)c3)c2cc1OC.Cl,170.0
CHEMBL537465,CCOc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl,34.0
CHEMBL125421,CC1CC(=O)NN=C1c1ccc2c(c1)OC(C)(C)C(=O)N2,4000.0
CHEMBL49406,CC1CC(=O)NN=C1c1ccc2c(c1)OCC(=O)N2C,300.0
CHEMBL85556,COc1ccc(C2=NN(c3ccccc3)C(=O)CC2)cc1OC,10000.0
CHEMBL315981,COc1ccc(C2=NN(c3ccccc3)C(=O)C(C)C2C)cc1OC,10000.0
CHEMBL85617,COc1ccc(C2=NNC(=O)CC2C)cc1OC,251.19
CHEMBL83484,COc1ccc(C2=NN(c3ccccc3)C(=O)C(C)C2)cc1OC,10000.0
CHEMBL84874,COc1ccc(C2=NNC(=O)CC2)cc1OC,2511.89
CHEMBL316413,COc1ccc(C2=NNC(=O)C(C)C2C)cc1OC,3981.07
CHEMBL84702,COc1ccc(C2=NN(c3ccccc3)C(=O)CC2C)cc1OC,10000.0
CHEMBL313111,COc1ccc(C2=NN(Cc3ccccc3)C(=O)CC2)cc1OC,5011.87
CHEMBL313842,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,630.96
CHEMBL316413,COc1ccc(C2=NNC(=O)C(C)C2C)cc1OC,10000.0
CHEMBL418848,COc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,41000.0
CHEMBL112996,COc1cc2c3c(n1)C(c1ccccc1)=NC(NC(=O)c1cccnc1)C(=O)N3CC2,100000.0
CHEMBL91422,CN(C(=O)CCCOc1ccc2nc3nc(O)n(C)c3cc2c1)C1CCCCCC1,100.0
CHEMBL92264,O=C(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,1.0
CHEMBL92158,CC(=O)OCCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,40.0
CHEMBL556516,Oc1ccc2c(-c3ccc(Cl)cc3)nccc2n1,300.0
CHEMBL113368,COc1cc2c3c(n1)C(c1ccccc1)=NCC(=O)N3CC2,100000.0
CHEMBL421885,Cn1c(O)nc2nc3ccc(OCCCC(=O)O)cc3cc21,600.0
CHEMBL91368,CN(C(=O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCCCC1,2.0
CHEMBL328149,CCOC(=O)C1CCN(C(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,5.0
CHEMBL91478,OCCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,6.0
CHEMBL92269,N#CCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,6.0
CHEMBL420980,COC(=O)CCCCc1ccc2[nH]c3nc(O)nc-3cc2c1,900.0
CHEMBL145024,OCc1nccc2nc(O)ccc12,3700.0
CHEMBL357234,CC(C)Cc1nccc2nc(O)ccc12,570.0
CHEMBL17516,O=C1CCc2cc(-n3ccnc3)ccc2N1,16000.0
CHEMBL2111730,COc1cc2c3c(n1)C(c1ccccc1)=N[C@@H](NC(=O)c1cccnc1)C(=O)N3CC2,12000.0
CHEMBL313463,O=C(O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,5.0
CHEMBL91356,Cn1c(O)nc2nc3ccc(OCCCC(=O)NC4CCCCC4)cc3cc21,700.0
CHEMBL88799,O=C(CCCCc1ccc2[nH]c3nc(O)nc-3cc2c1)NC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,6.0
CHEMBL157346,CCCCCC(Cn1ccnc1)c1ccc2c(c1)CCC(=O)N2,14000.0
CHEMBL420618,CN(C(=O)CCCOc1ccc2nc3c(cc2c1)nc(O)n3C)C1CCCCC1,100.0
CHEMBL91359,CC(O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,100.0
CHEMBL423864,CCOC(=O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,20.0
CHEMBL90958,CN(C)C(=O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,40.0
CHEMBL88764,CN(C(=O)CCCCOc1ccc2nc3nc(O)n(C)c3cc2c1)C1CCCCCC1,600.0
CHEMBL90566,CCOC(=O)COc1ccc2[nH]c3nc(O)nc-3cc2c1,2000.0
CHEMBL90414,O=C(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCCCC1,20.0
CHEMBL89679,Oc1nc2cc3cc(OCCCCc4nnnn4C4CCCCC4)ccc3[nH]c-2n1,4.0
CHEMBL91837,COC(=O)CCCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,60.0
CHEMBL91570,O=C(O)C1CCN(C(=O)CCCOc2ccc3[nH]c4nc(O)nc-4cc3c2)CC1,20.0
CHEMBL62811,O=C1CCc2cc(-c3cccnc3)ccc2N1,4400.0
CHEMBL90881,CC(C)OC(=O)CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,300.0
CHEMBL330677,OCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,9.0
CHEMBL90477,CCOC(=O)CCCOc1ccc2c(c1)CN1CC(=O)NC1=N2,70.0
CHEMBL142834,Cc1cn(-c2nccc3nc(O)ccc23)cn1,2800.0
CHEMBL90120,Oc1nc2cc3cc(OCCCCc4nnn[nH]4)ccc3[nH]c-2n1,10.0
CHEMBL347379,Oc1ccc2cc(/C=C/n3ccnc3)ccc2n1,4000.0
CHEMBL92363,CN(C(=O)CCCOc1ccc2nc3nc(O)n(C)c3cc2c1)C1CCCCC1,200.0
CHEMBL91127,CCOC(=O)CCc1ccc2[nH]c3nc(O)nc-3cc2c1,600.0
CHEMBL88708,CN(C(=O)CCCCc1ccc2[nH]c3nc(O)nc-3cc2c1)C1CCCCC1,40.0
CHEMBL91204,O=C(CCCCc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCCCC1,60.0
CHEMBL144399,Cc1nccc2[nH]c(=O)ccc12,550.0
CHEMBL343895,Oc1ccc2c(-c3ccccc3)nccc2n1,1400.0
CHEMBL90102,COC(=O)CCCOc1ccc2nc3c(cc2c1)n(C)c(=O)n3C,40000.0
CHEMBL91295,O=C(O)CCCCCOc1ccc2[nH]c3nc(O)nc-3cc2c1,4.0
